x,y,U,V,p,patch
0.90613,-0.01375,0.0,0.0,37.784,foil
0.076063,-0.04225,0.0,0.0,-677.93,foil
0.61419,-0.0445,0.0,0.0,-272.73,foil
0.067625,-0.04025,0.0,0.0,-498.34,foil
0.38806,0.0585,0.0,0.0,-476.21,foil
0.75781,-0.03075,0.0,0.0,-89.059,foil
0.92937,-0.01075,0.0,0.0,116.52,foil
0.32994,-0.059875,0.0,0.0,-468.5,foil
0.22681,0.058625,0.0,0.0,-506.07,foil
0.46175,-0.05525,0.0,0.0,-513.82,foil
0.61175,0.044625,0.0,0.0,-210.26,foil
0.99519,-0.001,0.0,0.0,215.7,foil
0.65712,0.040625,0.0,0.0,-231.63,foil
0.44188,-0.05625,0.0,0.0,-456.83,foil
0.52325,0.051375,0.0,0.0,-337.07,foil
0.17394,0.055625,0.0,0.0,-729.39,foil
0.063313,0.03925,0.0,0.0,-684.19,foil
0.84744,-0.02075,0.0,0.0,-77.161,foil
0.97531,0.004625,0.0,0.0,99.225,foil
0.87069,-0.018125,0.0,0.0,-37.473,foil
0.64006,-0.04225,0.0,0.0,-239.26,foil
0.12331,-0.05025,0.0,0.0,-519.29,foil
0.38563,0.0585,0.0,0.0,-424.53,foil
0.20863,-0.057875,0.0,0.0,-612.06,foil
0.52944,0.051,0.0,0.0,-307.58,foil
0.60294,-0.045375,0.0,0.0,-212.08,foil
0.033687,-0.029875,0.0,0.0,-467.61,foil
0.76756,-0.02975,0.0,0.0,-70.935,foil
0.64062,-0.042125,0.0,0.0,-194.71,foil
0.079438,-0.043,0.0,0.0,-638.1,foil
0.069875,-0.04075,0.0,0.0,-546.73,foil
0.99088,0.002,0.0,0.0,196.26,foil
0.41975,-0.05725,0.0,0.0,-381.93,foil
0.32619,-0.059875,0.0,0.0,-516.12,foil
0.93612,-0.009875,0.0,0.0,102.56,foil
0.46306,0.055125,0.0,0.0,-375.23,foil
0.99687,-0.00075,0.0,0.0,252.78,foil
0.68525,0.038,0.0,0.0,-262.31,foil
0.78669,-0.02775,0.0,0.0,-144.46,foil
0.85344,0.020125,0.0,0.0,11.418,foil
0.55588,-0.049125,0.0,0.0,-284.76,foil
0.036312,-0.030875,0.0,0.0,-544.5,foil
0.24238,0.05925,0.0,0.0,-616.58,foil
0.87406,0.017625,0.0,0.0,-22.825,foil
0.00425,0.011125,0.0,0.0,518.26,foil
0.33631,0.05975,0.0,0.0,-525.59,foil
0.58719,-0.046625,0.0,0.0,-296.0,foil
0.66669,-0.03975,0.0,0.0,-257.73,foil
0.36838,-0.059,0.0,0.0,-401.99,foil
0.033125,0.02975,0.0,0.0,-478.12,foil
0.65694,0.04075,0.0,0.0,-253.98,foil
0.32225,-0.059875,0.0,0.0,-443.69,foil
0.41994,-0.05725,0.0,0.0,-366.14,foil
0.020375,0.02375,0.0,0.0,-111.88,foil
0.66481,-0.04,0.0,0.0,-210.34,foil
0.24631,-0.059375,0.0,0.0,-641.18,foil
0.65113,0.04125,0.0,0.0,-200.17,foil
0.9455,0.008625,0.0,0.0,85.707,foil
0.33125,-0.05975,0.0,0.0,-393.92,foil
0.19512,-0.057125,0.0,0.0,-764.54,foil
0.67287,0.03925,0.0,0.0,-167.22,foil
0.84275,-0.021375,0.0,0.0,-5.1551,foil
0.027875,-0.0275,0.0,0.0,-166.51,foil
0.81087,0.025,0.0,0.0,-37.63,foil
0.20881,-0.057875,0.0,0.0,-671.29,foil
0.82719,-0.023125,0.0,0.0,-42.85,foil
0.91044,-0.013125,0.0,0.0,25.399,foil
0.49025,-0.0535,0.0,0.0,-305.89,foil
0.67962,0.038625,0.0,0.0,-199.86,foil
0.59244,-0.04625,0.0,0.0,-232.12,foil
0.37887,0.05875,0.0,0.0,-459.75,foil
0.902,0.01425,0.0,0.0,60.335,foil
0.26675,0.05975,0.0,0.0,-542.76,foil
0.50319,-0.05275,0.0,0.0,-328.84,foil
0.82119,-0.023875,0.0,0.0,-44.116,foil
0.91981,-0.012,0.0,0.0,74.395,foil
0.024875,0.026,0.0,0.0,-194.22,foil
0.68394,0.038125,0.0,0.0,-185.89,foil
0.443,0.056125,0.0,0.0,-359.6,foil
0.58681,-0.04675,0.0,0.0,-285.52,foil
0.25944,0.059625,0.0,0.0,-498.74,foil
0.80806,-0.025375,0.0,0.0,-41.334,foil
0.46719,0.054875,0.0,0.0,-329.75,foil
0.16756,-0.055125,0.0,0.0,-862.77,foil
0.29094,-0.06,0.0,0.0,-503.78,foil
0.01025,-0.01725,0.0,0.0,317.33,foil
0.82044,-0.024,0.0,0.0,-100.83,foil
0.9965,0.00075,0.0,0.0,275.9,foil
0.68656,-0.037875,0.0,0.0,-269.52,foil
0.49306,-0.053375,0.0,0.0,-328.93,foil
0.059375,-0.03825,0.0,0.0,-606.21,foil
0.95844,0.006875,0.0,0.0,92.247,foil
0.14131,-0.0525,0.0,0.0,-544.98,foil
0.46119,0.05525,0.0,0.0,-388.32,foil
0.38994,-0.058375,0.0,0.0,-411.19,foil
0.75275,-0.03125,0.0,0.0,-211.97,foil
0.78987,-0.027375,0.0,0.0,-105.66,foil
0.78781,-0.027625,0.0,0.0,-144.67,foil
0.56431,-0.0485,0.0,0.0,-285.51,foil
0.32431,0.059875,0.0,0.0,-516.0,foil
0.17169,0.055375,0.0,0.0,-522.65,foil
0.64156,0.042125,0.0,0.0,-215.55,foil
0.96706,0.00575,0.0,0.0,135.44,foil
0.81819,0.024125,0.0,0.0,-118.25,foil
0.85812,0.019625,0.0,0.0,-17.448,foil
0.078687,0.04275,0.0,0.0,-484.25,foil
0.33631,0.05975,0.0,0.0,-301.28,foil
0.74056,-0.032625,0.0,0.0,-141.49,foil
0.66781,-0.039625,0.0,0.0,-309.26,foil
0.45481,0.0555,0.0,0.0,-462.58,foil
0.13625,0.052,0.0,0.0,-702.48,foil
0.59075,-0.046375,0.0,0.0,-221.04,foil
0.51856,-0.05175,0.0,0.0,-334.76,foil
0.0085625,0.01575,0.0,0.0,166.14,foil
0.95281,-0.007625,0.0,0.0,59.273,foil
0.27856,0.059875,0.0,0.0,-472.76,foil
0.46062,0.05525,0.0,0.0,-377.26,foil
0.59919,0.04575,0.0,0.0,-168.23,foil
0.58344,0.047,0.0,0.0,-260.12,foil
0.49944,-0.053,0.0,0.0,-346.68,foil
0.080563,-0.043125,0.0,0.0,-563.73,foil
0.56112,0.048625,0.0,0.0,-344.68,foil
0.70138,0.0365,0.0,0.0,-129.89,foil
0.68431,0.038125,0.0,0.0,-168.11,foil
0.58719,-0.046625,0.0,0.0,-296.01,foil
0.70494,0.036125,0.0,0.0,-152.96,foil
0.42594,-0.057,0.0,0.0,-450.54,foil
0.38431,0.058625,0.0,0.0,-516.18,foil
0.25775,-0.059625,0.0,0.0,-547.76,foil
0.78987,-0.027375,0.0,0.0,-84.727,foil
0.98019,-0.004,0.0,0.0,182.85,foil
0.61831,-0.044125,0.0,0.0,-218.23,foil
0.28419,-0.06,0.0,0.0,-623.54,foil
0.7925,-0.027,0.0,0.0,-153.6,foil
0.73287,0.033375,0.0,0.0,-98.516,foil
0.1925,0.056875,0.0,0.0,-489.04,foil
0.27594,0.059875,0.0,0.0,-551.65,foil
0.56375,-0.0485,0.0,0.0,-238.27,foil
0.051125,0.035875,0.0,0.0,-579.04,foil
0.76981,-0.0295,0.0,0.0,-65.462,foil
0.9905,0.002,0.0,0.0,151.2,foil
0.089188,0.044875,0.0,0.0,-575.78,foil
0.92787,-0.010875,0.0,0.0,5.4021,foil
0.58456,0.046875,0.0,0.0,-212.6,foil
0.11994,-0.049875,0.0,0.0,-385.08,foil
0.42838,0.056875,0.0,0.0,-420.83,foil
0.56525,-0.048375,0.0,0.0,-247.36,foil
0.31906,0.059875,0.0,0.0,-473.71,foil
0.15275,0.05375,0.0,0.0,-707.27,foil
0.0081875,-0.015375,0.0,0.0,366.78,foil
0.21181,0.058,0.0,0.0,-608.6,foil
0.021875,-0.024625,0.0,0.0,-68.687,foil
0.0070625,0.01425,0.0,0.0,552.32,foil
0.65525,0.040875,0.0,0.0,-145.19,foil
0.085062,0.044125,0.0,0.0,-640.33,foil
0.77244,-0.02925,0.0,0.0,-80.77,foil
0.99631,-0.000875,0.0,0.0,232.37,foil
0.82775,0.023125,0.0,0.0,-29.233,foil
0.21369,-0.058125,0.0,0.0,-670.51,foil
0.044937,0.034,0.0,0.0,-523.95,foil
0.24594,0.05925,0.0,0.0,-436.88,foil
0.55869,-0.048875,0.0,0.0,-252.6,foil
0.24762,-0.059375,0.0,0.0,-654.14,foil
0.203,0.0575,0.0,0.0,-397.67,foil
0.97119,0.00525,0.0,0.0,178.61,foil
0.58456,0.046875,0.0,0.0,-238.61,foil
0.94531,0.008625,0.0,0.0,47.247,foil
0.79925,0.02625,0.0,0.0,-139.74,foil
0.33931,0.059625,0.0,0.0,-353.05,foil
0.32862,0.059875,0.0,0.0,-551.34,foil
0.011937,0.0185,0.0,0.0,-134.46,foil
0.84856,0.02075,0.0,0.0,-47.727,foil
0.091438,-0.045375,0.0,0.0,-427.77,foil
0.91438,0.012625,0.0,0.0,41.689,foil
0.11544,0.04925,0.0,0.0,-665.03,foil
0.31869,0.059875,0.0,0.0,-431.15,foil
0.75781,-0.03075,0.0,0.0,-84.165,foil
0.113,-0.048875,0.0,0.0,-617.04,foil
0.09575,-0.046125,0.0,0.0,-702.86,foil
0.80825,-0.025375,0.0,0.0,-107.91,foil
0.30669,-0.06,0.0,0.0,-545.59,foil
0.011,-0.01775,0.0,0.0,144.51,foil
0.094438,-0.045875,0.0,0.0,-691.53,foil
0.31587,-0.06,0.0,0.0,-547.48,foil
0.41506,-0.057375,0.0,0.0,-510.59,foil
0.29356,0.06,0.0,0.0,-498.12,foil
0.37738,0.05875,0.0,0.0,-418.55,foil
0.60575,0.045125,0.0,0.0,-223.23,foil
0.40025,0.058,0.0,0.0,-339.31,foil
0.01475,-0.0205,0.0,0.0,40.012,foil
0.70138,-0.0365,0.0,0.0,-137.25,foil
0.90613,0.01375,0.0,0.0,48.663,foil
0.81069,-0.025,0.0,0.0,-92.268,foil
0.034812,-0.030375,0.0,0.0,-425.66,foil
0.59619,-0.045875,0.0,0.0,-348.54,foil
0.689,0.03775,0.0,0.0,-191.3,foil
0.70587,0.036,0.0,0.0,-253.02,foil
0.44488,0.056125,0.0,0.0,-595.77,foil
0.055062,-0.037,0.0,0.0,-555.96,foil
0.012312,-0.01875,0.0,0.0,63.069,foil
0.25625,-0.0595,0.0,0.0,-397.41,foil
0.18706,0.056625,0.0,0.0,-645.09,foil
0.046813,-0.0345,0.0,0.0,-365.42,foil
0.69575,-0.037,0.0,0.0,-203.37,foil
0.000125,-0.001875,0.0,0.0,1340.8,foil
0.72181,-0.0345,0.0,0.0,-123.44,foil
0.83188,-0.022625,0.0,0.0,-11.242,foil
0.93819,0.009625,0.0,0.0,127.77,foil
0.53769,-0.050375,0.0,0.0,-298.26,foil
0.57837,0.047375,0.0,0.0,-222.43,foil
0.013063,-0.019375,0.0,0.0,81.281,foil
0.14656,-0.053125,0.0,0.0,-674.5,foil
0.57444,0.047625,0.0,0.0,-192.04,foil
0.58062,-0.04725,0.0,0.0,-353.33,foil
0.012125,-0.018625,0.0,0.0,-67.354,foil
0.50075,-0.052875,0.0,0.0,-316.64,foil
0.18219,-0.05625,0.0,0.0,-696.94,foil
0.32806,0.059875,0.0,0.0,-541.81,foil
0.48594,0.05375,0.0,0.0,-414.77,foil
0.88944,-0.01575,0.0,0.0,-13.462,foil
0.67025,0.0395,0.0,0.0,-154.66,foil
0.95131,0.007875,0.0,0.0,132.44,foil
0.32131,-0.059875,0.0,0.0,-491.37,foil
0.0081875,-0.0155,0.0,0.0,434.12,foil
0.93969,-0.009375,0.0,0.0,68.13,foil
0.779,-0.0285,0.0,0.0,-71.963,foil
0.28156,0.059875,0.0,0.0,-393.13,foil
0.88006,0.016875,0.0,0.0,-46.039,foil
0.78406,0.028,0.0,0.0,-84.185,foil
0.25325,0.0595,0.0,0.0,-394.77,foil
0.87762,0.01725,0.0,0.0,31.068,foil
0.44563,-0.056,0.0,0.0,-408.98,foil
0.56731,0.04825,0.0,0.0,-219.53,foil
0.63669,0.0425,0.0,0.0,-191.61,foil
0.0018125,-0.007375,0.0,0.0,954.82,foil
0.80844,-0.02525,0.0,0.0,-101.55,foil
0.90106,-0.014375,0.0,0.0,42.003,foil
0.99537,-0.001,0.0,0.0,224.23,foil
0.63031,0.043125,0.0,0.0,-172.69,foil
0.088813,0.04475,0.0,0.0,-535.66,foil
0.15294,0.05375,0.0,0.0,-617.7,foil
0.46925,0.05475,0.0,0.0,-335.33,foil
0.022625,-0.025,0.0,0.0,-48.814,foil
0.16287,-0.054625,0.0,0.0,-362.53,foil
0.72556,0.034125,0.0,0.0,-129.68,foil
0.94775,0.008375,0.0,0.0,146.16,foil
0.95337,0.007625,0.0,0.0,154.4,foil
0.94869,0.00825,0.0,0.0,145.44,foil
0.74806,-0.031875,0.0,0.0,-140.9,foil
0.26919,0.05975,0.0,0.0,-343.6,foil
0.55606,-0.049125,0.0,0.0,-324.31,foil
0.28831,-0.06,0.0,0.0,-547.15,foil
0.29225,-0.06,0.0,0.0,-558.71,foil
0.632,-0.042875,0.0,0.0,-249.4,foil
0.091438,-0.04525,0.0,0.0,-454.09,foil
0.97513,0.004625,0.0,0.0,95.317,foil
0.70775,0.035875,0.0,0.0,-104.08,foil
0.16025,-0.0545,0.0,0.0,-692.09,foil
0.69069,0.0375,0.0,0.0,-164.35,foil
0.7775,0.02875,0.0,0.0,-132.8,foil
0.86187,-0.019125,0.0,0.0,-2.0956,foil
0.88044,0.016875,0.0,0.0,5.4118,foil
0.64325,-0.042,0.0,0.0,-283.33,foil
0.83,-0.022875,0.0,0.0,-41.494,foil
0.88775,-0.016,0.0,0.0,35.604,foil
0.025625,-0.026375,0.0,0.0,-318.16,foil
0.74506,-0.032125,0.0,0.0,-109.86,foil
0.3455,-0.059625,0.0,0.0,-535.93,foil
0.91513,0.0125,0.0,0.0,4.9469,foil
0.4595,0.055375,0.0,0.0,-308.3,foil
0.45969,-0.05525,0.0,0.0,-429.31,foil
0.009125,-0.01625,0.0,0.0,112.75,foil
0.77694,0.02875,0.0,0.0,-60.73,foil
0.56169,-0.048625,0.0,0.0,-225.84,foil
0.26112,0.059625,0.0,0.0,-442.29,foil
0.60406,-0.04525,0.0,0.0,-279.11,foil
0.494,0.053375,0.0,0.0,-426.98,foil
0.55963,-0.048875,0.0,0.0,-272.03,foil
0.98881,0.0025,0.0,0.0,192.14,foil
0.4595,0.05525,0.0,0.0,-376.65,foil
0.60088,-0.0455,0.0,0.0,-216.32,foil
0.36706,-0.059125,0.0,0.0,-487.49,foil
0.13006,0.051125,0.0,0.0,-532.32,foil
0.96763,0.00575,0.0,0.0,151.72,foil
0.71169,-0.0355,0.0,0.0,-150.46,foil
0.42463,-0.057,0.0,0.0,-382.28,foil
0.21688,-0.05825,0.0,0.0,-581.16,foil
0.66331,0.040125,0.0,0.0,-179.06,foil
0.34025,0.059625,0.0,0.0,-326.64,foil
0.10869,0.04825,0.0,0.0,-722.49,foil
0.70494,-0.036125,0.0,0.0,-148.06,foil
0.19437,-0.057,0.0,0.0,-337.43,foil
0.125,-0.0505,0.0,0.0,-515.44,foil
0.046813,0.0345,0.0,0.0,-508.84,foil
0.22662,-0.058625,0.0,0.0,-435.71,foil
0.99181,0.00175,0.0,0.0,228.04,foil
0.36838,-0.059,0.0,0.0,-406.83,foil
0.28212,0.06,0.0,0.0,-452.15,foil
0.0055625,0.012875,0.0,0.0,522.05,foil
0.58494,-0.046875,0.0,0.0,-231.79,foil
0.99631,-0.000875,0.0,0.0,236.39,foil
0.26319,0.05975,0.0,0.0,-927.82,foil
0.413,0.0575,0.0,0.0,-394.68,foil
0.38581,-0.0585,0.0,0.0,-423.24,foil
0.98206,-0.00375,0.0,0.0,116.65,foil
0.77825,0.028625,0.0,0.0,-79.409,foil
0.16644,-0.055,0.0,0.0,-558.25,foil
0.27444,0.059875,0.0,0.0,-612.78,foil
0.032938,-0.029625,0.0,0.0,-324.81,foil
0.020375,-0.023875,0.0,0.0,-86.905,foil
0.20188,-0.0575,0.0,0.0,-542.12,foil
0.752,-0.031375,0.0,0.0,-93.762,foil
0.36612,0.059125,0.0,0.0,-449.81,foil
0.82644,0.02325,0.0,0.0,-5.3414,foil
0.02,-0.0235,0.0,0.0,-3.5027,foil
0.90838,0.013375,0.0,0.0,-21.545,foil
0.11544,-0.04925,0.0,0.0,-664.69,foil
0.71956,0.03475,0.0,0.0,-132.21,foil
-6.25e-05,0.00025,0.0,0.0,1612.3,foil
0.629,-0.04325,0.0,0.0,-278.39,foil
0.70587,-0.036,0.0,0.0,-134.48,foil
0.33856,0.05975,0.0,0.0,-507.69,foil
0.0335,-0.02975,0.0,0.0,-443.66,foil
0.1385,-0.05225,0.0,0.0,-777.35,foil
0.86431,-0.018875,0.0,0.0,-7.5045,foil
0.15237,-0.05375,0.0,0.0,-676.41,foil
0.63481,0.042625,0.0,0.0,-254.75,foil
0.74956,-0.031625,0.0,0.0,-87.21,foil
0.48519,-0.053875,0.0,0.0,-210.61,foil
0.065563,-0.039875,0.0,0.0,-711.99,foil
0.40531,-0.057875,0.0,0.0,-477.26,foil
0.22569,0.058625,0.0,0.0,-387.75,foil
0.30481,-0.06,0.0,0.0,-533.88,foil
0.60406,0.04525,0.0,0.0,-254.79,foil
0.815,0.0245,0.0,0.0,-80.358,foil
0.56319,0.0485,0.0,0.0,-230.77,foil
0.90106,0.014375,0.0,0.0,44.623,foil
0.20881,0.057875,0.0,0.0,-364.55,foil
0.031625,0.029,0.0,0.0,-465.18,foil
0.94775,-0.008375,0.0,0.0,145.69,foil
0.0044375,0.0115,0.0,0.0,879.39,foil
0.23112,-0.058875,0.0,0.0,-827.48,foil
0.049812,0.0355,0.0,0.0,-628.34,foil
0.086187,0.044375,0.0,0.0,-613.28,foil
0.94306,0.009,0.0,0.0,125.32,foil
0.4415,0.05625,0.0,0.0,-311.94,foil
0.55063,0.0495,0.0,0.0,-228.11,foil
0.92563,-0.01125,0.0,0.0,99.829,foil
0.038,-0.0315,0.0,0.0,-378.25,foil
0.59544,-0.046,0.0,0.0,-242.11,foil
0.92244,0.011625,0.0,0.0,98.945,foil
0.87425,0.017625,0.0,0.0,29.414,foil
0.90312,-0.014125,0.0,0.0,55.082,foil
0.803,0.025875,0.0,0.0,-50.476,foil
0.31625,0.06,0.0,0.0,-559.38,foil
0.13531,-0.051875,0.0,0.0,-788.44,foil
0.15331,0.05375,0.0,0.0,-542.89,foil
0.6845,0.038125,0.0,0.0,-153.58,foil
0.8645,0.01875,0.0,0.0,-67.382,foil
0.524,-0.051375,0.0,0.0,-268.68,foil
0.0003125,-0.003125,0.0,0.0,1670.2,foil
0.79925,0.026375,0.0,0.0,-112.29,foil
0.90631,0.01375,0.0,0.0,2.899,foil
0.41075,-0.057625,0.0,0.0,-397.88,foil
0.317,-0.06,0.0,0.0,-578.1,foil
0.69725,0.036875,0.0,0.0,-119.9,foil
0.71825,-0.034875,0.0,0.0,-152.51,foil
0.25025,0.059375,0.0,0.0,-426.29,foil
0.49869,-0.053,0.0,0.0,-289.01,foil
0.94606,0.008625,0.0,0.0,118.82,foil
0.64456,0.04175,0.0,0.0,-307.83,foil
0.51575,-0.051875,0.0,0.0,-339.17,foil
0.76344,-0.03025,0.0,0.0,-158.27,foil
0.58981,0.0465,0.0,0.0,-246.38,foil
0.019437,-0.02325,0.0,0.0,-226.21,foil
0.31869,0.059875,0.0,0.0,-431.07,foil
0.94344,0.008875,0.0,0.0,93.1,foil
0.69463,0.037125,0.0,0.0,-106.26,foil
0.091438,0.045375,0.0,0.0,-656.89,foil
0.058625,-0.038,0.0,0.0,-607.1,foil
0.39519,-0.05825,0.0,0.0,-420.4,foil
0.72406,-0.03425,0.0,0.0,-95.179,foil
0.56956,-0.048,0.0,0.0,-357.98,foil
0.317,0.06,0.0,0.0,-547.73,foil
0.47244,-0.054625,0.0,0.0,-337.58,foil
0.16719,-0.055,0.0,0.0,-406.21,foil
0.55944,-0.048875,0.0,0.0,-310.9,foil
0.0081875,-0.015375,0.0,0.0,343.88,foil
0.10775,-0.048125,0.0,0.0,-682.28,foil
0.82925,-0.023,0.0,0.0,-95.79,foil
0.76812,0.02975,0.0,0.0,-136.67,foil
0.064438,-0.0395,0.0,0.0,-587.3,foil
0.90444,0.013875,0.0,0.0,30.306,foil
0.33069,0.05975,0.0,0.0,-416.63,foil
0.26019,-0.059625,0.0,0.0,-585.89,foil
0.42406,0.057,0.0,0.0,-391.83,foil
0.70906,-0.03575,0.0,0.0,-116.07,foil
0.78744,0.027625,0.0,0.0,-75.707,foil
0.82625,-0.02325,0.0,0.0,-11.983,foil
0.30163,-0.06,0.0,0.0,-538.04,foil
0.099312,-0.046625,0.0,0.0,-424.12,foil
0.88756,0.016,0.0,0.0,27.992,foil
0.81519,-0.0245,0.0,0.0,-29.149,foil
0.76775,0.02975,0.0,0.0,-90.43,foil
0.010062,0.017,0.0,0.0,143.27,foil
0.64381,-0.041875,0.0,0.0,-188.55,foil
0.0005,0.00425,0.0,0.0,892.69,foil
0.79625,0.026625,0.0,0.0,-53.934,foil
0.92544,-0.01125,0.0,0.0,93.942,foil
0.53525,0.050625,0.0,0.0,-290.47,foil
0.76231,0.030375,0.0,0.0,-150.56,foil
0.0003125,-0.003,0.0,0.0,1434.3,foil
0.49437,0.05325,0.0,0.0,-324.57,foil
0.41037,-0.057625,0.0,0.0,-380.34,foil
0.66163,0.04025,0.0,0.0,-161.89,foil
0.75069,0.0315,0.0,0.0,-110.73,foil
0.12631,-0.05075,0.0,0.0,-630.93,foil
0.839,0.02175,0.0,0.0,-64.085,foil
0.92656,-0.011125,0.0,0.0,101.35,foil
0.99744,0.0005,0.0,0.0,254.03,foil
0.44525,0.056,0.0,0.0,-405.14,foil
0.10156,0.047125,0.0,0.0,-736.19,foil
0.54631,0.04975,0.0,0.0,-275.55,foil
0.39894,0.058125,0.0,0.0,-545.68,foil
0.87331,0.01775,0.0,0.0,23.679,foil
0.31869,0.059875,0.0,0.0,-429.47,foil
0.29225,0.06,0.0,0.0,-528.84,foil
0.91137,-0.013,0.0,0.0,14.491,foil
0.70925,-0.03575,0.0,0.0,-158.32,foil
0.9635,-0.00625,0.0,0.0,150.74,foil
0.25212,0.0595,0.0,0.0,-702.08,foil
0.9155,0.0125,0.0,0.0,97.282,foil
0.64025,-0.04225,0.0,0.0,-273.39,foil
0.044937,-0.034,0.0,0.0,-478.19,foil
0.62787,-0.04325,0.0,0.0,-182.14,foil
0.74037,-0.032625,0.0,0.0,-130.8,foil
0.25644,-0.0595,0.0,0.0,-329.25,foil
0.83562,-0.022125,0.0,0.0,-91.429,foil
0.09575,-0.046125,0.0,0.0,-723.65,foil
0.18313,-0.05625,0.0,0.0,-490.81,foil
0.35525,0.059375,0.0,0.0,-486.22,foil
0.31981,-0.059875,0.0,0.0,-492.38,foil
0.686,0.038,0.0,0.0,-167.5,foil
0.84219,-0.021375,0.0,0.0,-86.862,foil
0.77038,-0.0295,0.0,0.0,-100.53,foil
0.98637,-0.003,0.0,0.0,165.33,foil
0.52737,-0.051125,0.0,0.0,-281.9,foil
0.1835,-0.05625,0.0,0.0,-466.63,foil
0.87912,0.017,0.0,0.0,-8.7992,foil
0.80937,0.025125,0.0,0.0,-138.57,foil
0.464,0.055,0.0,0.0,-563.98,foil
0.92413,-0.011375,0.0,0.0,-22.587,foil
0.24181,0.059125,0.0,0.0,-296.64,foil
0.87012,0.018125,0.0,0.0,8.7635,foil
0.56994,0.048,0.0,0.0,-199.55,foil
0.23169,-0.058875,0.0,0.0,-572.08,foil
0.001625,0.006875,0.0,0.0,1265.3,foil
0.1115,0.048625,0.0,0.0,-546.6,foil
0.92769,-0.011,0.0,0.0,74.549,foil
0.40363,0.057875,0.0,0.0,-335.4,foil
0.11356,0.049,0.0,0.0,-718.27,foil
0.91062,-0.013125,0.0,0.0,83.26,foil
0.11788,-0.049625,0.0,0.0,-675.56,foil
0.41881,-0.05725,0.0,0.0,-387.28,foil
0.31006,-0.06,0.0,0.0,-305.37,foil
0.056938,-0.0375,0.0,0.0,-496.27,foil
0.21294,0.058,0.0,0.0,-443.05,foil
0.79194,-0.027125,0.0,0.0,-55.421,foil
0.2135,0.058125,0.0,0.0,-727.21,foil
0.13025,0.05125,0.0,0.0,-718.71,foil
0.22006,0.058375,0.0,0.0,-575.37,foil
0.098187,0.0465,0.0,0.0,-600.42,foil
0.46025,-0.05525,0.0,0.0,-355.54,foil
0.69594,0.037,0.0,0.0,-149.77,foil
0.13006,-0.051125,0.0,0.0,-485.7,foil
0.70344,0.03625,0.0,0.0,-217.05,foil
0.76944,-0.0295,0.0,0.0,-131.22,foil
0.93219,0.010375,0.0,0.0,98.074,foil
0.914,0.01275,0.0,0.0,58.463,foil
0.9065,-0.013625,0.0,0.0,12.219,foil
0.54612,-0.04975,0.0,0.0,-360.08,foil
0.29431,-0.06,0.0,0.0,-564.46,foil
0.59787,-0.045875,0.0,0.0,-269.32,foil
0.20619,0.05775,0.0,0.0,-541.28,foil
0.33988,-0.059625,0.0,0.0,-426.78,foil
0.9005,-0.014375,0.0,0.0,11.287,foil
0.37363,0.058875,0.0,0.0,-412.48,foil
0.74862,0.03175,0.0,0.0,-66.717,foil
0.64756,0.0415,0.0,0.0,-259.01,foil
0.00275,0.009125,0.0,0.0,1162.3,foil
0.29919,-0.06,0.0,0.0,-556.06,foil
0.70119,-0.0365,0.0,0.0,-137.61,foil
0.24631,-0.05925,0.0,0.0,-390.18,foil
0.53506,0.050625,0.0,0.0,-329.46,foil
0.85925,-0.0195,0.0,0.0,-43.377,foil
0.206,-0.05775,0.0,0.0,-614.9,foil
0.77975,-0.0285,0.0,0.0,-128.14,foil
0.96763,0.00575,0.0,0.0,151.72,foil
0.65881,0.0405,0.0,0.0,-179.47,foil
0.016438,-0.021625,0.0,0.0,-153.91,foil
0.89281,-0.015375,0.0,0.0,51.994,foil
0.35638,-0.059375,0.0,0.0,-486.32,foil
0.62356,0.043625,0.0,0.0,-146.68,foil
0.89956,-0.0145,0.0,0.0,66.653,foil
0.90181,-0.01425,0.0,0.0,81.73,foil
0.74919,0.03175,0.0,0.0,-133.38,foil
0.93406,0.010125,0.0,0.0,113.75,foil
0.66088,-0.040375,0.0,0.0,-201.07,foil
0.38356,-0.058625,0.0,0.0,-432.23,foil
0.29244,0.06,0.0,0.0,-546.37,foil
0.0096875,-0.016625,0.0,0.0,385.88,foil
0.90125,-0.01425,0.0,0.0,-4.6064,foil
0.000875,0.005,0.0,0.0,1193.9,foil
0.81106,0.025,0.0,0.0,-43.374,foil
0.076812,-0.042375,0.0,0.0,-532.91,foil
0.55437,0.04925,0.0,0.0,-321.85,foil
0.87388,-0.017625,0.0,0.0,-42.127,foil
0.65825,0.040625,0.0,0.0,-216.01,foil
0.41506,-0.057375,0.0,0.0,-461.37,foil
0.23769,0.059,0.0,0.0,-379.78,foil
0.88925,-0.015875,0.0,0.0,-35.022,foil
0.59994,0.045625,0.0,0.0,-219.66,foil
0.39256,-0.05825,0.0,0.0,-384.91,foil
0.353,0.059375,0.0,0.0,-451.27,foil
0.97006,0.005375,0.0,0.0,190.39,foil
0.143,-0.05275,0.0,0.0,-676.42,foil
0.37925,0.05875,0.0,0.0,-463.2,foil
0.73719,0.032875,0.0,0.0,-168.11,foil
0.57987,0.04725,0.0,0.0,-227.95,foil
0.42388,0.057,0.0,0.0,-521.21,foil
0.023937,-0.025625,0.0,0.0,-207.89,foil
0.51931,0.051625,0.0,0.0,-239.55,foil
0.77581,0.028875,0.0,0.0,-62.278,foil
0.67362,0.039125,0.0,0.0,-155.62,foil
